nome,endereco,telefone,email,categoria,tem_site,url_site,avaliacao,num_avaliacoes,cidade
Vossa Brasa,"Avenida Perimetral - R. Mal. Deodoro - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-190",(21) 97710-0081,,restaurante,False,,4.4,,"Duque de Caxias, RJ"
Restaurante À Mineira - Duque de Caxias,"Rod. Washington Luiz, 5662 - Jardim Gramacho, Duque de Caxias - RJ, 25055-009",(21) 3193-5662,,restaurante,False,,4.5,,"Duque de Caxias, RJ"
Restaurante Rei do Bacalhau Rio Petropolis,"Rod. Washington Luiz, 2154 - Vila Guanabara, Duque de Caxias - RJ, 25085-009",(21) 3842-7070,,restaurante,False,,4.5,,"Duque de Caxias, RJ"
Churrascaria Três Marias,"Rodovia Washington Luiz, 118, Rod. Washington Luiz, 5920 - Jardim Gramacho, Duque de Caxias - RJ, 25085-008",(21) 2671-6099,,restaurante,False,,4.5,,"Duque de Caxias, RJ"
Mia Cuccina,"Av. Expedicionário José Amaro, 683 - loja b - Vila São Luis, Duque de Caxias - RJ, 25065-165",(21) 98092-8161,,restaurante,False,,4.6,,"Duque de Caxias, RJ"
Galeto Dourado,"Whatsapp & CELL (21 - 967640452 - R. José de Alvarenga, 569 - Centro, Duque de Caxias - RJ, 25020-140",(21) 2653-1800,,restaurante,False,,4.5,,"Duque de Caxias, RJ"
Sabor de caxias,"R. Luís Guimarães, 47 - Vila Meriti, Duque de Caxias - RJ, 25020-266",(21) 2674-9349,,restaurante,False,,4.8,,"Duque de Caxias, RJ"
Fonte da Beleza,"R. Nunes Alves, 53 - Centro, Duque de Caxias - RJ, 25020-085",(21) 97463-2210,,salão de beleza,False,,4.6,,"Duque de Caxias, RJ"
Beleza e Sucesso,"R. Maj. Correia de Melo, 189 - a - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-015",(21) 2771-2980,,salão de beleza,False,,4.8,,"Duque de Caxias, RJ"
Espaço de Beleza Souto Santana,"R. Nabuco de Araújo, 16 - Parque Duque, Duque de Caxias - RJ, 25080-070",(21) 98145-2739,,salão de beleza,False,,5.0,,"Duque de Caxias, RJ"
Oficina Brasil,"R. Dr. Lauro Neiva, 106 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25020-040",(21) 2671-9901,,oficina mecânica,False,,4.0,,"Duque de Caxias, RJ"
AUTO CENTER CHAVE DE OURO,"R. Primeiro de Março, 36 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-045",(21) 96484-6851,,oficina mecânica,False,,4.6,,"Duque de Caxias, RJ"
Padaria e Confeitaria Paulicéia,"R. Dr. Gastão Reis, 244 - Parque Pauliceia, Duque de Caxias - RJ, 25080-040",(21) 2771-7244,,padaria,False,,,,"Duque de Caxias, RJ"
Boleira leilamelo,"R. Garibaldi, casa 05 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-080",(21) 98020-4247,,padaria,False,,,,"Duque de Caxias, RJ"
Confeitaria do Bbzão,"R Professor José de Souza Herdy, 532 - Loja A - 25 de Agosto, Duque de Caxias - RJ, 25075-142",(21) 98277-9203,,padaria,False,,4.9,,"Duque de Caxias, RJ"
PADARIA E CONFEITARIA BOA MASSA,"R. Albino Imparato, 315 - Parque Felicidade, Duque de Caxias - RJ, 25080-010",(21) 2771-2460,,padaria,False,,4.4,,"Duque de Caxias, RJ"
"Oba Oba Pizzaria Jardim 25 de Agosto: Pizzas, Calzone, Duque de Caxias","R. Dr. Waldir de Souza Medeiros, 696 - Parque Duque, Duque de Caxias - RJ, 25085-110",(21) 2652-1337,,pizzaria,False,,4.0,,"Duque de Caxias, RJ"
Grill Restaurante e Pizzaria,"R. Marechal Bento Manoel - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-270",(21) 99269-4266,,pizzaria,False,,4.2,,"Duque de Caxias, RJ"
Beer Soccer Club,"R. Passos da Pátria, 228 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-220",(21) 2653-2196,,bar,False,,4.4,,"Duque de Caxias, RJ"
Bar do Diretor,"R. Maj. Correia de Melo, 353 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-015",(21) 98700-8082,,bar,False,,4.5,,"Duque de Caxias, RJ"
Barbearia Corte das Estrelas,"R. Santo Antônio, 340 - Vila São Luis, Duque de Caxias - RJ, 25065-051",21) 97959-1640,,barbearia,False,,4.9,,"Duque de Caxias, RJ"
Navalha Carioca Barbearia e Pub,"Shopping UniGranRio (2ºPiso) - Rua Professor José de Souza Herdy, 1216 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-201",21) 96568-9333,,barbearia,False,,4.6,,"Duque de Caxias, RJ"
BARBEARIA 25,"R Professor José de Souza Herdy, 975 - A - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-201",21) 2771-0909,,barbearia,False,,4.8,,"Duque de Caxias, RJ"
Paulu's Barbearia,"R Professor José de Souza Herdy - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-142",21) 96433-9861,,barbearia,False,,5.0,,"Duque de Caxias, RJ"
Barbearia do jack,"R. Marechal Bento Manoel, 92 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-270",,,barbearia,False,,4.9,,"Duque de Caxias, RJ"
BARBEARIA PAI E FILHO,"R. Luís Guimarães, 15 - Vila Meriti, Duque de Caxias - RJ, 25020-266",21) 99120-4746,,barbearia,False,,4.9,,"Duque de Caxias, RJ"
PopMed (Clínica Médica),"Av. Nilo Peçanha, 439 - Centro, Duque de Caxias - RJ, 25010-145",21) 98864-4059,,clínica médica,False,,3.0,,"Duque de Caxias, RJ"
Centro Médico Caxias,"R. Dep. Ampliato Cabral, 151 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25070-370",21) 2673-4466,,clínica médica,False,,3.4,,"Duque de Caxias, RJ"
Clínica médica Doutor 10 -Ressonancia magnética - Consultas e exames,"Multicenter Caxias - Rua José de Alvarenga N 95 Terceiro Piso - Centro, Duque de Caxias - RJ, 25020-140",21) 3845-1110,,clínica médica,False,,4.6,,"Duque de Caxias, RJ"
Cirproc Saúde - Clínica Médica Duque de Caxias,"Rua Mariano Sendra dos Santos, 88 - Salas 507 e 508, 5º andar - Centro, Duque de Caxias - RJ, 25010-080",21) 96631-2550,,clínica médica,False,,4.5,,"Duque de Caxias, RJ"
PopMed (Clínica Médica),"Av. Nilo Peçanha, 439 - Centro, Duque de Caxias - RJ, 25010-145",21) 98864-4059,,clínica médica,False,,3.0,,"Duque de Caxias, RJ"
Centro Médico Caxias,"R. Dep. Ampliato Cabral, 151 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25070-370",21) 2673-4466,,clínica médica,False,,3.4,,"Duque de Caxias, RJ"
Clínica médica Doutor 10 -Ressonancia magnética - Consultas e exames,"Multicenter Caxias - Rua José de Alvarenga N 95 Terceiro Piso - Centro, Duque de Caxias - RJ, 25020-140",21) 3845-1110,,clínica médica,False,,4.6,,"Duque de Caxias, RJ"
Cirproc Saúde - Clínica Médica Duque de Caxias,"Rua Mariano Sendra dos Santos, 88 - Salas 507 e 508, 5º andar - Centro, Duque de Caxias - RJ, 25010-080",21) 96631-2550,,clínica médica,False,,4.5,,"Duque de Caxias, RJ"
Clínica Dr. João da Luz,"R. José de Alvarenga, 460 - Centro, Duque de Caxias - RJ, 25020-140",21) 2771-2896,,clínica médica,False,,4.2,,"Duque de Caxias, RJ"
Atacadão Caxiense,"R. José de Alvarenga, 225 - Centro, Duque de Caxias - RJ, 25020-140",21) 2652-2687,,loja de roupas,False,,4.5,,"Duque de Caxias, RJ"
Riv Fashion,"R. José de Alvarenga, 193 - Centro, Duque de Caxias - RJ, 25010-090",21) 2771-2445,,loja de roupas,False,,4.3,,"Duque de Caxias, RJ"
Del Fiori,"Av. Nilo Peçanha, 41 - Centro, Duque de Caxias - RJ, 25010-142",21) 2671-2624,,loja de roupas,False,,4.3,,"Duque de Caxias, RJ"
Club+Caxias,"GALERIA ALVARENGA - Av. Dr. Manoel Teles, 113 - Centro, Duque de Caxias - RJ, 25010-090",21) 97666-3444,,loja de roupas,False,,4.2,,"Duque de Caxias, RJ"
Sandy Modas De Caxias,"Rua mariano sendro dos santos, sn - lj 52 - Centro, Duque de Caxias - RJ, 25010-140",21) 96795-8878,,loja de roupas,False,,4.2,,"Duque de Caxias, RJ"
Ki Modas,"Avenida Presidente Vargas, 325, R. José de Alvarenga, 133 - Centro, Duque de Caxias - RJ, 25070-330",21) 2772-5751,,loja de roupas,False,,4.4,,"Duque de Caxias, RJ"
Trikilha,"Rua José de Alvarenga, 299 calcadão - Centro, Duque de Caxias - RJ, 25020-140",21) 2673-0919,,loja de roupas,False,,5.0,,"Duque de Caxias, RJ"
Mar e Sol Fashion,"Shopping Center de Caxias - Quadra 1, R. Mariano Sendra dos Santos, s/n - 42-43 - Centro, Duque de Caxias - RJ, 25010-080",21) 3657-3345,,loja de roupas,False,,4.4,,"Duque de Caxias, RJ"
DROGARAIA,"Av. Brg. Lima e Silva, 1380 - JD V E C AGOSTO, Duque de Caxias - RJ, 25071-182",21) 99835-7014,,farmácia,False,,4.2,,"Duque de Caxias, RJ"
Drogabel Duque de Caxias,"Av. Brg. Lima e Silva, n 1727 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-181",21) 99235-8353,,farmácia,False,,4.5,,"Duque de Caxias, RJ"
Drogaria Boa Saude Duque de Caxias,"Av. Brg. Lima e Silva, 1727 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-182",21) 96469-7427,,farmácia,False,,4.8,,"Duque de Caxias, RJ"
Drogarias Vita Farma,"Rua Mariano Sendra dos Santos,S/N Lj 24 - Centro, Duque de Caxias - RJ, 25010-080",21) 2771-2330,,farmácia,False,,4.6,,"Duque de Caxias, RJ"
Grupo X Farma,"Av. Brg. Lima e Silva, 1727 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-182",21) 96757-0660,,farmácia,False,,,,"Duque de Caxias, RJ"
Service Odonto Duque de Caxias 2,"Av. Governador Leonel de Moura Brizola, 1699 - Sls. 101 à 104 - Centro, Duque de Caxias - RJ, 25010-009",21) 98744-2039,,dentista,False,,5.0,,"Duque de Caxias, RJ"
Santos e Alvarenga Advogados,"Rua São José sala 102, R. 25 de Agósto, Duque de Caxias - RJ, 25075-102",21) 97993-8563,,advogado,False,,5.0,,"Duque de Caxias, RJ"
Teixeira Advocacia Especializada,"Av. Brg. Lima e Silva, 2.035 - Torre 1, Salas 703 e 704 - 25 de Agosto, Duque de Caxias - RJ, 25071-181",21) 99123-5757,,advogado,False,,4.9,,"Duque de Caxias, RJ"
Felipe Neves Advogados,"Av. Brg. Lima e Silva, 1939 - Sala 308 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-181",21) 99608-7572,,advogado,False,,4.9,,"Duque de Caxias, RJ"
Amaral Salim Advogados,"R. Mal. Deodoro, 497 - salas 105/106 - Centro, Duque de Caxias - RJ, 25071-190",21) 4125-3200,,advogado,False,,5.0,,"Duque de Caxias, RJ"
Contador Igor,"Rua Marechal Deodoro, R. 25 de Agósto, 629, Duque de Caxias - RJ, 25071-190",21) 99073-7495,,contador,False,,5.0,,"Duque de Caxias, RJ"
Restaurante Rei do Bacalhau Rio Petropolis,"Rod. Washington Luiz, 2154 - Vila Guanabara, Duque de Caxias - RJ, 25085-009",21) 3842-7070,,restaurante,False,,4.5,,"Duque de Caxias, RJ"
Vossa Brasa,"Avenida Perimetral - R. Mal. Deodoro - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-190",21) 97710-0081,,restaurante,False,,4.4,,"Duque de Caxias, RJ"
Churrascaria Três Marias,"Rodovia Washington Luiz, 118, Rod. Washington Luiz, 5920 - Jardim Gramacho, Duque de Caxias - RJ, 25085-008",21) 2671-6099,,restaurante,False,,4.5,,"Duque de Caxias, RJ"
Restaurante À Mineira - Duque de Caxias,"Rod. Washington Luiz, 5662 - Jardim Gramacho, Duque de Caxias - RJ, 25055-009",21) 3193-5662,,restaurante,False,,4.5,,"Duque de Caxias, RJ"
Galeto do Sertão,"Av. Governador Leonel de Moura Brizola, 1484 - Centro, Duque de Caxias - RJ, 25020-001",21) 3135-2898,,restaurante,False,,4.4,,"Duque de Caxias, RJ"
Frigideira Carioca - Filial Prezunic Caxias,"R. Capineira, 95 - 36 - Centro, Duque de Caxias - RJ, 25020-140",21) 3848-3199,,restaurante,False,,4.2,,"Duque de Caxias, RJ"
Baurú Vila São Luiz,"Av. Expedicionário José Amaro, 734 - Vila São Luis, Duque de Caxias - RJ, 25065-165",21) 97024-5862,,restaurante,False,,4.6,,"Duque de Caxias, RJ"
Rei do Cozido,"Av. Expedicionário José Amaro, 1543 - Vila São Luis, Duque de Caxias - RJ, 25065-090",21) 2771-5580,,restaurante,False,,4.3,,"Duque de Caxias, RJ"
Bar do Zeca,"R. Passos da Pátria, 277 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-220",,,restaurante,False,,4.5,,"Duque de Caxias, RJ"
Bar e Restaurante Objetiva,"Av. Brg. Lima e Silva, 1423 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25085-130",21) 99973-6010,,restaurante,False,,4.4,,"Duque de Caxias, RJ"
Fonte da Beleza,"R. Nunes Alves, 53 - Centro, Duque de Caxias - RJ, 25020-085",21) 97463-2210,,salão de beleza,False,,4.6,,"Duque de Caxias, RJ"
Beleza e Sucesso,"R. Maj. Correia de Melo, 189 - a - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-015",21) 2771-2980,,salão de beleza,False,,4.8,,"Duque de Caxias, RJ"
Espaço de Beleza Souto Santana,"R. Nabuco de Araújo, 16 - Parque Duque, Duque de Caxias - RJ, 25080-070",21) 98145-2739,,salão de beleza,False,,5.0,,"Duque de Caxias, RJ"
Studio Pink Unha e Beleza,"R Professor José de Souza Herdy, 1270 - Loja A - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-201",21) 97066-7692,,salão de beleza,False,,4.1,,"Duque de Caxias, RJ"
Espaco realce - Salão de Beleza,"R. Genaro Lomba, 146 - D - Centro de caxias, Duque de Caxias - RJ, 25010-060",21) 2653-6672,,salão de beleza,False,,4.6,,"Duque de Caxias, RJ"
Spaço Rosa,"R. Ten. José Dias, 479 - Vila Flavia, Duque de Caxias - RJ, 25010-305",21) 2673-5300,,salão de beleza,False,,4.2,,"Duque de Caxias, RJ"
"Espaço Essencial Beleza, Estética & Micropigmentação","Av. Manoel Duarte, 606 - Parque Lafaiete, Duque de Caxias - RJ, 25015-332",21) 99288-1349,,salão de beleza,False,,4.9,,"Duque de Caxias, RJ"
Studio LindaTati,"Av. Dr. Laureano, 630 - Dr. Laureano, Duque de Caxias - RJ, 25060-198",21) 2673-8202,,salão de beleza,False,,4.8,,"Duque de Caxias, RJ"
Navalha Carioca Barbearia e Pub,"Shopping UniGranRio (2ºPiso) - Rua Professor José de Souza Herdy, 1216 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-201",21) 96568-9333,,barbearia,False,,4.6,,"Duque de Caxias, RJ"
BARBEARIA 25,"R Professor José de Souza Herdy, 975 - A - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-201",21) 2771-0909,,barbearia,False,,4.8,,"Duque de Caxias, RJ"
Paulu's Barbearia,"R Professor José de Souza Herdy - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-142",21) 96433-9861,,barbearia,False,,5.0,,"Duque de Caxias, RJ"
Zero km barbearia,"Av. Brg. Lima e Silva, 1747 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-181",21) 99251-8666,,barbearia,False,,4.8,,"Duque de Caxias, RJ"
Barbearia João Félix,"R. Jandira, 100 - Centro, Duque de Caxias - RJ, 25011-070",21) 98295-3258,,barbearia,False,,5.0,,"Duque de Caxias, RJ"
Marcia barber shop,"R. Voluntários da Pátria, 201 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-030",21) 97285-2396,,barbearia,False,,5.0,,"Duque de Caxias, RJ"
Chaparral Barbearia,"R Professor José de Souza Herdy, 1270 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-202",21) 97507-1717,,barbearia,False,,5.0,,"Duque de Caxias, RJ"
Barbearia Nova Era,"R. Francisco Alves - Parque Beira Mar, Duque de Caxias - RJ, 25085-420",,,barbearia,False,,4.8,,"Duque de Caxias, RJ"
BARBEARIA DO ESCAFURA,"R. Sete de Setembro, 101B - Centro, Duque de Caxias - RJ, 25020-190",21) 97933-7855,,barbearia,False,,4.9,,"Duque de Caxias, RJ"
Salão Comodoro,"Av. Pres. Vargas, 16 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25070-370",,,barbearia,False,,4.7,,"Duque de Caxias, RJ"
GB du Corte Barbearia,"R. Artur Neiva, 331 - Centro, Duque de Caxias - RJ, 25070-015",21) 99773-2404,,barbearia,False,,5.0,,"Duque de Caxias, RJ"
Centro Médico Caxias,"R. Dep. Ampliato Cabral, 151 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25070-370",21) 2673-4466,,clínica médica,False,,3.4,,"Duque de Caxias, RJ"
Clínica médica Doutor 10 -Ressonancia magnética - Consultas e exames,"Multicenter Caxias - Rua José de Alvarenga N 95 Terceiro Piso - Centro, Duque de Caxias - RJ, 25020-140",21) 3845-1110,,clínica médica,False,,4.6,,"Duque de Caxias, RJ"
Cirproc Saúde - Clínica Médica Duque de Caxias,"Rua Mariano Sendra dos Santos, 88 - Salas 507 e 508, 5º andar - Centro, Duque de Caxias - RJ, 25010-080",21) 96631-2550,,clínica médica,False,,4.5,,"Duque de Caxias, RJ"
Centro Médico Fênix,"R. Conde de Porto Alegre, 286 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25070-350",21) 3672-8780,,clínica médica,False,,2.9,,"Duque de Caxias, RJ"
TORQUE AUTO SERVICE,"R. Elías Francisco Paris, 337 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-110",21) 3845-0769,,oficina mecânica,False,,4.8,,"Duque de Caxias, RJ"
J.B Oficina Mecânica,"R Professor José de Souza Herdy, 78 - Loja B - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-142",21) 2671-8926,,oficina mecânica,False,,4.8,,"Duque de Caxias, RJ"
MAX PNEUS OFICINA MECANICA DUQUE DE CAXIAS,"Av. Perimetral - Rua Marechal Floriano, 270 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-025",21) 2674-8069,,oficina mecânica,False,,5.0,,"Duque de Caxias, RJ"
AUTO CENTER CHAVE DE OURO,"R. Primeiro de Março, 36 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-045",21) 96484-6851,,oficina mecânica,False,,4.6,,"Duque de Caxias, RJ"
Fininho Auto Mecânica,"R. Canal Meriti, 71 - Centro, Duque de Caxias - RJ, 25011-200",21) 96401-0613,,oficina mecânica,False,,4.7,,"Duque de Caxias, RJ"
Mecânica PHD,"R. Ferreira Viana, 30 - Parque Duque, Duque de Caxias - RJ, 25085-080",21) 96924-2830,,oficina mecânica,False,,4.8,,"Duque de Caxias, RJ"
Ponce Mecânica | Climatização e Injeção Eletrônica,"Rua Marechal Floriano, 205 - Parque Duque, Duque de Caxias - RJ, 25075-025",21) 98062-7827,,oficina mecânica,False,,5.0,,"Duque de Caxias, RJ"
VB OFICINA MECÂNICA,"R. 14 de Julho, 89 - Vila São Luis, Duque de Caxias - RJ, 25065-061",21) 96425-6248,,oficina mecânica,False,,4.7,,"Duque de Caxias, RJ"
3d oficina mecânica,"Av. Brg. Lima e Silva, 241 - Parque Duque, Duque de Caxias - RJ, 25085-131",21) 97000-5003,,oficina mecânica,False,,5.0,,"Duque de Caxias, RJ"
Auto Mecânica Luciana,"R. Augusto de Carlo, 27 - Centro, Duque de Caxias - RJ, 25020-000",21) 98279-9059,,oficina mecânica,False,,4.7,,"Duque de Caxias, RJ"
Elvis Car Oficina Mecânica,"R. Cruz das Almas - Jardim Panama, Duque de Caxias - RJ, 25085-450",21) 96713-9515,,oficina mecânica,False,,4.6,,"Duque de Caxias, RJ"
Empório Animal Pet Shop e Consultório Veterinário,"R Professor José de Souza Herdy, 377 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-141",21) 2672-2500,,pet shop,False,,5.0,,"Duque de Caxias, RJ"
Zoolandia de Caxias PetShop,"Av. Dr. Manoel Teles, 134 - Centro, Duque de Caxias - RJ, 25010-090",21) 2673-5502,,pet shop,False,,4.4,,"Duque de Caxias, RJ"
Aqualândia Pet Shop,"Av. Pres. Vargas, 312 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25070-330",21) 2671-2620,,pet shop,False,,4.6,,"Duque de Caxias, RJ"
Clinica Veterinária Apaixonados por Quatro Patas - Unidade Caxias 2 (Centro),"Av. Governador Leonel de Moura Brizola, 938 - Centro, Duque de Caxias - RJ, 25010-002",21) 96591-4644,,pet shop,False,,4.2,,"Duque de Caxias, RJ"
Proave pet,"R. Primeiro de Março - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-045",21) 96461-7583,,pet shop,False,,4.8,,"Duque de Caxias, RJ"
"Pattypet banho, tosa, hostel e medicina veterinária preventiva","R. Francisco Alves Batista, 275 - casa - Laguna, Duque de Caxias - RJ, 25011-330",21) 98929-1246,,pet shop,False,,5.0,,"Duque de Caxias, RJ"
Toca dos Animais,"25025-237,, Av. Winston Churchill, 65-101 - Parque Centenario, Duque de Caxias - RJ, 25025-237",21) 3646-5652,,pet shop,False,,4.1,,"Duque de Caxias, RJ"
DUDA RAÇÕES CAXIAS,"Centro, Duque de Caxias - RJ, 25020-001",21) 99941-7616,,pet shop,False,,4.8,,"Duque de Caxias, RJ"
By Bibi Rações,"Avenida Perimetral, Av. Brg. Lima e Silva, 1526 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-182",21) 2772-1706,,pet shop,False,,4.8,,"Duque de Caxias, RJ"
Sol pets,"Av. Duque de Caxias, 135 - Centro, Duque de Caxias - RJ, 25070-070",21) 2673-1115,,pet shop,False,,5.0,,"Duque de Caxias, RJ"
Atacadão Caxiense,"R. José de Alvarenga, 225 - Centro, Duque de Caxias - RJ, 25020-140",21) 2652-2687,,loja de roupas,False,,4.5,,"Duque de Caxias, RJ"
Del Fiori,"Av. Nilo Peçanha, 41 - Centro, Duque de Caxias - RJ, 25010-142",21) 2671-2624,,loja de roupas,False,,4.3,,"Duque de Caxias, RJ"
Club+Caxias,"GALERIA ALVARENGA - Av. Dr. Manoel Teles, 113 - Centro, Duque de Caxias - RJ, 25010-090",21) 97666-3444,,loja de roupas,False,,4.2,,"Duque de Caxias, RJ"
Sandy Modas De Caxias,"Rua mariano sendro dos santos, sn - lj 52 - Centro, Duque de Caxias - RJ, 25010-140",21) 96795-8878,,loja de roupas,False,,4.2,,"Duque de Caxias, RJ"
Loany,"Praça Roberto Silveira, 5 - Centro, Duque de Caxias - RJ, 25070-005",21) 96990-9834,,loja de roupas,False,,4.5,,"Duque de Caxias, RJ"
Trikilha,"Rua José de Alvarenga, 299 calcadão - Centro, Duque de Caxias - RJ, 25020-140",21) 2673-0919,,loja de roupas,False,,5.0,,"Duque de Caxias, RJ"
Mar e Sol Fashion,"Shopping Center de Caxias - Quadra 1, R. Mariano Sendra dos Santos, s/n - 42-43 - Centro, Duque de Caxias - RJ, 25010-080",21) 3657-3345,,loja de roupas,False,,4.4,,"Duque de Caxias, RJ"
Cedro,"Av. Governador Leonel de Moura Brizola, 1777 - Centro, Duque de Caxias - RJ, 25010-009",21) 3774-3888,,loja de roupas,False,,4.3,,"Duque de Caxias, RJ"
Padaria e Confeitaria Paulicéia,"R. Dr. Gastão Reis, 244 - Parque Pauliceia, Duque de Caxias - RJ, 25080-040",21) 2771-7244,,padaria,False,,4.6,,"Duque de Caxias, RJ"
Panificação bocafolle,"R Professor José de Souza Herdy, 371 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-015",,,padaria,False,,4.6,,"Duque de Caxias, RJ"
Boleira leilamelo,"R. Garibaldi, casa 05 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-080",21) 98020-4247,,padaria,False,,,,"Duque de Caxias, RJ"
Confeitaria do Bbzão,"R Professor José de Souza Herdy, 532 - Loja A - 25 de Agosto, Duque de Caxias - RJ, 25075-142",21) 98277-9203,,padaria,False,,4.9,,"Duque de Caxias, RJ"
Padaria Show de Bola,"R. Ferreira Viana, 246 - Parque Duque, Duque de Caxias - RJ, 25085-080",,,padaria,False,,4.4,,"Duque de Caxias, RJ"
Padaria Da Dona Penha,"R. Gen. Dionísio, 592 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-090",,,padaria,False,,3.8,,"Duque de Caxias, RJ"
Padaria e Confeitaria Aliança,"Av. Nilo Peçanha, 2518 - Parque Lafaiete, Duque de Caxias - RJ, 25015-500",21) 97744-8441,,padaria,False,,4.6,,"Duque de Caxias, RJ"
Formiguinha,"R. Dr. Ubiratan Marques - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 23075-075",,,padaria,False,,4.7,,"Duque de Caxias, RJ"
Padaria Saquitel,"R. Manoel Barcelos - Vila Operária, Duque de Caxias - RJ, 25080-160",21) 96548-5469,,padaria,False,,4.2,,"Duque de Caxias, RJ"
Ia Shekinah Padaria,"R. Dolores Duran, 686 - Parque Boa Vista I, Duque de Caxias - RJ, 25085-440",,,padaria,False,,4.5,,"Duque de Caxias, RJ"
Padaria e Self Service Tem Tudo,"R. Cardeal Arcoverde, 230 - Parque Beira Mar, Duque de Caxias - RJ, 25085-270",21) 2671-8231,,padaria,False,,4.3,,"Duque de Caxias, RJ"
Padaria Fornalha de Caxias,"R. 14 de Julho, 895 - Loja B - Vila São Luis, Duque de Caxias - RJ, 25065-061",2199999999,,padaria,False,,4.3,,"Duque de Caxias, RJ"
PADARIA E CONFEITARIA BOA MASSA,"R. Albino Imparato, 315 - Parque Felicidade, Duque de Caxias - RJ, 25080-010",21) 2771-2460,,padaria,False,,4.4,,"Duque de Caxias, RJ"
Padaria e Confeitaria Teodosio,"R. Cel. João Teles, 119 - Vila Centenario, Duque de Caxias - RJ, 25030-000",,,padaria,False,,4.8,,"Duque de Caxias, RJ"
Padaria Sotto Mayor,"R. Vicente Renda, 454 - Parque Lafaiete, Duque de Caxias - RJ, 25015-415",,,padaria,False,,4.5,,"Duque de Caxias, RJ"
R. Gen. Câmara - Ribeirão Preto,,,,pizzaria,False,,,,"Duque de Caxias, RJ"
Pizzaria Nonna La'amore,"R Professor José de Souza Herdy, 982 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-202",,,pizzaria,False,,4.1,,"Duque de Caxias, RJ"
Gelo e Cevada,"R. Passos da Pátria, 172 - Loja A - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-220",21) 3657-3051,,pizzaria,False,,4.3,,"Duque de Caxias, RJ"
Pizzaria Dom Marques,"R. Dr. Waldir de Souza Medeiros, 696 - Parque Duque, Duque de Caxias - RJ, 25085-110",21) 2652-1337,,pizzaria,False,,4.2,,"Duque de Caxias, RJ"
Pie House,"Av. Governador Leonel de Moura Brizola, 1761 - Centro, Duque de Caxias - RJ, 25035-008",21) 96021-0798,,pizzaria,False,,4.5,,"Duque de Caxias, RJ"
